id,name,wear,rarity,price,steam_price,sell_num,buy_num,rate_7,rate_30,inventory
12942,格洛克 18 型（StatTrak™） | 黑色魅影 (略有磨损),略有磨损,隐秘,600.0,1219.06,56,8,+0.84,-8.39,3425
12943,驾驶手套（★） | 美洲豹女王 (战痕累累),战痕累累,非凡,343.68,504.43,21,3,-10.62,-18.14,4168
12944,专业手套（★） | 陆军少尉长官 (略有磨损),略有磨损,非凡,1450.0,2143.71,163,28,+5.61,-8.20,5802
12945,裹手（★） | 长颈鹿 (久经沙场),久经沙场,非凡,320.5,453.12,257,57,+3.39,-6.95,20038
12946,MAC-10 | 金砖 (战痕累累),战痕累累,受限,284.5,531.71,1,1,-23.30,-26.54,150
12947,加利尔 AR | 凤凰冥灯 (破损不堪),破损不堪,受限,749.5,850.74,3,1,,-0.07,120
12948,狂牙手套（★） | 黄色斑纹 (久经沙场),久经沙场,非凡,357.77,570.42,104,24,-4.08,-5.73,19095
12949,专业手套（★） | 陆军少尉长官 (久经沙场),久经沙场,非凡,788.5,1136.09,452,57,+0.45,-7.78,19989
12950,摩托手套（★） | 小心烟雾弹 (略有磨损),略有磨损,非凡,1788.0,2272.19,100,21,+27.81,-9.95,5893
12951,专业手套（★） | 一线特工 (久经沙场),久经沙场,非凡,875.0,1303.88,692,88,-1.35,-11.26,20062
12952,专业手套（★） | 一线特工 (略有磨损),略有磨损,非凡,1990.0,3176.42,265,28,+0.15,-17.39,5992
12953,驾驶手套（★） | 西装革履 (战痕累累),战痕累累,非凡,690.9,1051.42,27,3,-6.63,-14.06,4335
12954,摩托手套（★） | 第三特种兵连 (略有磨损),略有磨损,非凡,800.0,1098.09,37,12,+21.21,-12.90,5793
12955,MAC-10 | 金砖 (破损不堪),破损不堪,受限,0,404.11,0,1,,,53
12956,裹手（★） | 蟒蛇 (战痕累累),战痕累累,非凡,333.0,529.6,42,12,-2.21,-13.05,4178
12957,P90 | 豹走 (战痕累累),战痕累累,保密,1100.0,1849.47,2,1,-11.29,-11.29,102
12958,运动手套（★） | 大型猎物 (略有磨损),略有磨损,非凡,1638.0,2464.13,173,14,+5.71,-16.64,5914
12959,P90 | 豹走 (破损不堪),破损不堪,保密,0,1705.11,0,1,,,80
12960,运动手套（★） | 猩红头巾 (战痕累累),战痕累累,非凡,1096.0,1651.24,26,5,+10.73,-9.94,4228
12961,SSG 08（StatTrak™） | 抖枪 (崭新出厂),崭新出厂,受限,136.48,184.16,40,1,-0.74,-2.57,3918
13012,M4A1 消音型 | 冒险家乐园 (崭新出厂),崭新出厂,隐秘,14188.0,0,51,15,+9.15,-18.93,832
13013,驾驶手套（★） | 绯红列赞 (战痕累累),战痕累累,非凡,478.5,689.73,18,3,-3.92,-9.54,3957
13014,摩托手套（★） | 小心烟雾弹 (破损不堪),破损不堪,非凡,750.0,1155.91,20,10,+7.14,-2.60,2670
13015,狂牙手套（★） | 针尖 (略有磨损),略有磨损,非凡,666.0,859.94,42,11,+43.23,-0.53,5619
13016,狂牙手套（★） | 黄色斑纹 (破损不堪),破损不堪,非凡,390.0,564.25,12,4,+3.17,-2.50,2501
13017,专业手套（★） | 老虎精英 (破损不堪),破损不堪,非凡,909.0,1406.84,95,9,-0.98,-12.30,2785
13018,狂牙手套（★） | 精神错乱 (略有磨损),略有磨损,非凡,708.5,1201.17,58,14,+14.09,-5.28,5709
13019,狂牙手套（★） | 精神错乱 (战痕累累),战痕累累,非凡,396.99,562.04,12,3,-2.46,-4.11,3846
13020,专业手套（★） | 陆军少尉长官 (战痕累累),战痕累累,非凡,658.5,953.59,36,5,+1.31,-10.77,4243
13021,裹手（★） | 长颈鹿 (破损不堪),破损不堪,非凡,310.0,470.61,32,3,+1.64,-11.43,2725
13022,驾驶手套（★） | 绯红列赞 (崭新出厂),崭新出厂,非凡,5499.5,12359.75,11,2,-0.01,+10.06,148
13023,摩托手套（★） | 血压 (崭新出厂),崭新出厂,非凡,5399.0,9660.0,17,15,+1.87,+17.37,190
13024,狂牙手套（★） | 精神错乱 (崭新出厂),崭新出厂,非凡,2098.0,3413.11,11,3,+4.90,+4.90,149
13025,摩托手套（★） | 终点线 (崭新出厂),崭新出厂,非凡,3957.0,9676.23,23,17,+17.11,-6.28,199
13026,裹手（★） | 沙漠头巾 (崭新出厂),崭新出厂,非凡,3760.2,5375.5,9,11,-1.62,-10.47,183
13027,裹手（★） | 蟒蛇 (崭新出厂),崭新出厂,非凡,1890.0,3137.4,8,4,,-5.36,167
13028,专业手套（★） | 渐变大理石 (崭新出厂),崭新出厂,非凡,11500.0,0,18,4,-3.26,-4.16,163
13029,狂牙手套（★） | 黄色斑纹 (崭新出厂),崭新出厂,非凡,2000.0,3333.51,14,13,-2.44,-9.09,170
13030,运动手套（★） | 大型猎物 (崭新出厂),崭新出厂,非凡,5599.0,8634.28,19,6,-2.00,-9.99,157
13031,AK-47 | X 射线 (崭新出厂),崭新出厂,隐秘,19300.0,0,55,13,+10.92,-18.87,1769
13032,摩托手套（★） | 第三特种兵连 (崭新出厂),崭新出厂,非凡,2393.6,3916.0,13,2,-0.20,-2.30,191
13033,驾驶手套（★） | 美洲豹女王 (崭新出厂),崭新出厂,非凡,3178.5,7192.0,16,12,-0.67,-14.00,165
13034,运动手套（★） | 猩红头巾 (崭新出厂),崭新出厂,非凡,6699.5,0,15,7,+11.66,-11.96,191
13035,运动手套（★） | 夜行衣 (崭新出厂),崭新出厂,非凡,17500.0,0,26,5,,-14.63,184
13036,运动手套（★） | 弹弓 (崭新出厂),崭新出厂,非凡,18103.41,0,35,6,-7.16,-19.36,199
13037,裹手（★） | 长颈鹿 (崭新出厂),崭新出厂,非凡,2285.0,3357.83,8,3,-0.20,-8.58,150
13038,专业手套（★） | 老虎精英 (崭新出厂),崭新出厂,非凡,6786.91,12600.0,23,7,+4.41,-20.62,178
13039,驾驶手套（★） | 西装革履 (崭新出厂),崭新出厂,非凡,8400.0,0,25,8,-1.18,-11.58,194
13041,专业手套（★） | 陆军少尉长官 (崭新出厂),崭新出厂,非凡,4997.5,0,20,6,+1.17,-15.28,163
13042,摩托手套（★） | 小心烟雾弹 (崭新出厂),崭新出厂,非凡,4898.9,9891.18,15,15,,-18.34,157
13043,专业手套（★） | 一线特工 (崭新出厂),崭新出厂,非凡,6988.0,11618.8,24,11,+0.01,-9.22,190
13045,2020 RMR 传奇组战队胶囊,,普通级,1.27,2.43,3965,1328,+1.49,+7.09,
13046,印花 | Ninjas in Pyjamas | 2020 RMR,,高级,0.05,0.21,1615,937,+150.00,+66.67,
13047,印花 | Astralis | 2020 RMR,,高级,0.38,0.54,660,1030,-2.56,+18.75,
13048,印花 | Fnatic | 2020 RMR,,高级,0.21,0.37,857,1579,-12.50,+90.91,
13049,印花 | OG | 2020 RMR,,高级,0.07,0.21,405,1412,+16.67,+75.00,
13050,印花 | 100 Thieves | 2020 RMR,,高级,0.08,0.21,1635,1344,+100.00,+14.29,
13051,印花 | Heroic（全息）| 2020 RMR,,卓越,0.98,1.63,1634,1196,-27.41,-2.00,
13052,印花 | Natus Vincere | 2020 RMR,,高级,0.24,0.42,3019,367,-7.69,-7.69,
13053,印花 | Vitality | 2020 RMR,,高级,0.03,0.21,5591,184,,-50.00,
13054,印花 | Evil Geniuses | 2020 RMR,,高级,0.06,0.21,2654,608,+50.00,+100.00,
13055,印花 | FURIA | 2020 RMR,,高级,0.08,0.21,3015,1511,-11.11,,
13056,2020 RMR 挑战组战队胶囊,,普通级,1.31,2.42,1459,1418,-3.01,+6.61,
13057,印花 | G2 | 2020 RMR,,高级,0.27,0.28,1705,1768,+50.00,+125.00,
13058,印花 | Liquid | 2020 RMR,,高级,0.11,0.22,1126,1068,+10.00,,
13059,印花 | Nemiga | 2020 RMR,,高级,0.15,0.58,561,1187,-28.57,-28.57,
13060,印花 | BIG | 2020 RMR,,高级,0.09,0.21,920,869,+28.57,+12.50,
13061,印花 | GODSENT | 2020 RMR,,高级,0.13,0.68,385,1410,-27.78,-23.53,
13112,印花 | Nemiga（闪亮）| 2020 RMR,,奇异,4.13,5.57,540,316,-0.72,-5.06,
13113,印花 | Liquid（全息）| 2020 RMR,,卓越,4.45,5.55,997,737,-8.81,+13.23,
13114,印花 | OG（金色）| 2020 RMR,,非凡,10.8,15.91,101,247,+16.63,-1.82,
13115,印花 | BIG（闪亮）| 2020 RMR,,奇异,2.17,2.67,440,657,+6.90,+9.04,
13116,印花 | Evil Geniuses（金色）| 2020 RMR,,非凡,11.0,12.38,314,281,+17.65,+19.70,
13117,印花 | TYLOO（闪亮）| 2020 RMR,,奇异,11.29,16.24,864,722,+8.56,-5.13,
13118,印花 | FaZe（闪亮）| 2020 RMR,,奇异,43.32,55.35,217,508,-0.94,-7.83,
13119,印花 | Astralis（闪亮）| 2020 RMR,,奇异,9.71,12.67,236,233,+6.12,-1.82,
13120,印花 | OG（闪亮）| 2020 RMR,,奇异,2.76,4.0,209,554,-7.69,-11.54,
13121,印花 | Liquid（闪亮）| 2020 RMR,,奇异,5.82,8.12,343,365,+1.93,-7.18,
13122,印花 | Astralis（金色）| 2020 RMR,,非凡,19.79,23.64,213,125,+31.93,+2.49,
13123,印花 | Liquid（金色）| 2020 RMR,,非凡,15.8,17.63,148,299,+63.22,+20.06,
13124,印花 | 100 Thieves（金色）| 2020 RMR,,非凡,12.37,19.22,362,245,-4.63,+4.48,
13125,印花 | Boom（闪亮）| 2020 RMR,,奇异,3.35,4.41,367,919,+12.80,+8.41,
13126,印花 | Fnatic（闪亮）| 2020 RMR,,奇异,6.75,9.54,313,280,+19.26,+1.96,
13127,印花 | Ninjas in Pyjamas（金色）| 2020 RMR,,非凡,9.3,15.35,209,123,+4.61,+7.64,
13128,印花 | ESPADA（闪亮）| 2020 RMR,,奇异,3.5,4.92,164,785,+22.38,+2.04,
13129,印花 | Gen.G（金色）| 2020 RMR,,非凡,10.7,14.74,225,185,+42.10,-10.76,
13130,印花 | Nemiga（金色）| 2020 RMR,,非凡,17.6,35.32,38,203,-1.68,+25.71,
13131,印花 | ESPADA（金色）| 2020 RMR,,非凡,9.99,14.49,125,312,+0.50,-6.64,
13132,印花 | Spirit（金色）| 2020 RMR,,非凡,23.0,33.53,277,131,+11.00,+9.68,
13133,印花 | Fnatic（金色）| 2020 RMR,,非凡,11.48,14.9,193,123,+15.26,+7.39,
13134,印花 | G2（金色）| 2020 RMR,,非凡,16.75,25.43,203,210,-4.83,-12.99,
13135,印花 | GODSENT（金色）| 2020 RMR,,非凡,12.8,21.54,85,214,+6.67,-0.78,
13136,印花 | Natus Vincere（金色）| 2020 RMR,,非凡,21.8,34.06,444,182,+5.31,+12.03,
13137,印花 | TYLOO（金色）| 2020 RMR,,非凡,51.0,67.25,659,169,+2.20,-12.05,
13138,印花 | BIG（金色）| 2020 RMR,,非凡,11.78,20.54,103,188,-1.75,-19.97,
13139,印花 | Virtus.pro（金色）| 2020 RMR,,非凡,12.5,16.06,323,247,-6.72,-2.57,
13140,印花 | Boom（金色）| 2020 RMR,,非凡,16.8,29.17,160,358,-8.70,-6.14,
13141,印花 | Renegades（金色）| 2020 RMR,,非凡,9.62,15.67,105,185,-1.84,-15.84,
13142,印花 | FaZe（金色）| 2020 RMR,,非凡,38.5,57.5,210,114,-3.27,-15.76,
13143,印花 | North（金色）| 2020 RMR,,非凡,12.18,15.95,178,237,+39.52,-2.33,
13146,裹手（★） | 警告！ (崭新出厂),崭新出厂,非凡,4500.0,8999.99,10,17,+12.50,,163
13147,系绳匕首（★ StatTrak™） | 蓝钢 (崭新出厂),崭新出厂,隐秘,2600.0,3421.52,2,1,,,24
13148,音乐盒（StatTrak™） | Neck Deep - 躺平青年,,高级,38.1,53.77,197,27,-2.01,-6.62,
13149,印花 | 魔性探员 以色列国防军（IDF）,,高级,1.14,2.38,80,11,+1.79,-5.79,
13150,音乐盒 | Scarlxrd - 电锯·追命,,高级,14.88,20.18,66,13,+12.22,-7.00,
13151,魔性探员胶囊,,普通级,5.34,7.44,41,302,-3.85,+2.88,
13152,印花 | 魔性探员 特别空勤团（SAS）（全息）,,卓越,9.23,18.41,43,10,-0.86,-2.74,
13153,印花 | 魔性探员 联邦调查局（FBI）（全息）,,卓越,9.8,11.91,26,1,+10.36,+54.57,
13154,印花 | 魔性探员 精锐分子,,高级,1.93,2.67,74,9,-5.85,+75.45,
13155,印花 | 魔性探员 巴尔干,,高级,1.17,1.48,99,10,-4.10,+18.18,
13156,音乐盒 | Neck Deep - 躺平青年,,高级,20.9,29.8,604,50,+4.50,-8.57,
13157,印花 | 魔性探员 老K（全息）,,卓越,9.25,13.18,57,13,-5.71,-6.57,
13158,印花 | 魔性探员 精锐分子（全息）,,卓越,5.93,8.47,63,5,-0.67,+32.37,
13159,印花 | 魔性探员 爱娃（全息）,,卓越,5.0,8.32,77,6,-20.00,-26.36,
13160,印花 | 魔性探员 赤膊老汉,,高级,4.3,4.45,37,506,+36.94,+34.80,
13161,印花 | 魔性探员 鸡宝（全息）,,卓越,16.8,29.83,58,26,+13.59,-7.29,
13212,UMP-45 | 动摇 (战痕累累),战痕累累,军规级,1.1,3.27,20,114,-5.98,-17.29,23849
13213,SG 553 | 重金属摇滚 (略有磨损),略有磨损,军规级,1.89,2.99,182,109,+9.25,+5.00,233212
13214,UMP-45 | 动摇 (略有磨损),略有磨损,军规级,1.25,2.87,178,38,+0.81,-29.77,203516
13215,R8 左轮手枪 | 废物王 (略有磨损),略有磨损,军规级,1.93,2.99,145,91,+9.04,+0.52,199368
13216,CZ75 | 短趾雕 (略有磨损),略有磨损,军规级,1.77,3.28,142,116,-5.35,-11.05,238290
13217,P250 | 赛博先锋 (战痕累累),战痕累累,受限,2.08,4.03,47,24,-2.35,-18.75,49174
13218,R8 左轮手枪（StatTrak™） | 废物王 (破损不堪),破损不堪,军规级,2.01,3.22,45,76,+0.50,-16.25,35127
13219,R8 左轮手枪（StatTrak™） | 废物王 (战痕累累),战痕累累,军规级,2.1,3.18,45,74,+11.70,-9.09,25475
13220,格洛克 18 型 | 一目了然 (破损不堪),破损不堪,军规级,1.69,2.64,72,163,+34.13,+39.67,218422
13221,格洛克 18 型 | 一目了然 (略有磨损),略有磨损,军规级,3.99,5.34,304,175,+16.67,+28.71,313013
13222,P250 | 赛博先锋 (久经沙场),久经沙场,受限,2.6,4.16,385,163,+9.21,-14.71,296551
13223,MAC-10 | 战争手柄 (久经沙场),久经沙场,受限,2.55,4.3,324,352,+5.37,-21.78,208922
13224,沙漠之鹰 | 后发制人 (战痕累累),战痕累累,受限,3.6,6.16,204,25,-1.91,+5.57,122954
13225,MAC-10 | 战争手柄 (破损不堪),破损不堪,受限,2.34,3.73,55,93,+1.74,-12.03,84395
13226,加利尔 AR（StatTrak™） | 迷人眼 (略有磨损),略有磨损,保密,99.28,138.31,69,19,+8.62,+3.43,15755
13227,MP9（StatTrak™） | 爆裂食物链 (略有磨损),略有磨损,保密,83.88,137.04,61,9,-1.32,-4.25,15237
13228,MAC-10（StatTrak™） | 战争手柄 (崭新出厂),崭新出厂,受限,30.0,43.28,50,14,+5.26,-8.23,5578
13229,M4A4 | 活色生香 (战痕累累),战痕累累,隐秘,190.0,266.05,42,17,+3.89,-7.32,27852
13230,M4A4 | 活色生香 (久经沙场),久经沙场,隐秘,229.0,319.52,413,96,+8.27,-7.47,158030
13231,M4A4 | 活色生香 (略有磨损),略有磨损,隐秘,315.0,452.7,399,101,+12.77,-7.35,71112
13232,USP 消音版 | 倒吊人 (久经沙场),久经沙场,隐秘,249.98,352.99,370,125,+13.63,-3.30,118079
13233,加利尔 AR | 迷人眼 (战痕累累),战痕累累,保密,19.0,29.09,110,26,-2.56,-23.23,44743
13234,MP9 | 爆裂食物链 (战痕累累),战痕累累,保密,20.9,30.82,74,21,+11.64,-5.39,40954
13235,SG 553（StatTrak™） | 重金属摇滚 (久经沙场),久经沙场,军规级,2.24,3.62,106,44,-13.85,-11.46,61663
13236,UMP-45（StatTrak™） | 动摇 (战痕累累),战痕累累,军规级,2.0,4.42,17,5,+5.26,-36.71,5027
13237,SG 553（StatTrak™） | 重金属摇滚 (破损不堪),破损不堪,军规级,1.93,3.25,36,50,-7.66,-19.58,40009
13238,CZ75 | 短趾雕 (破损不堪),破损不堪,军规级,1.29,2.59,39,129,+19.44,+0.78,106309
13239,AK-47（StatTrak™） | 墨岩 (久经沙场),久经沙场,受限,94.88,132.61,1292,85,+4.96,-2.89,99475
13240,MP9 | 爆裂食物链 (崭新出厂),崭新出厂,保密,173.97,239.17,154,29,-0.01,-21.79,20136
13241,SG 553 | 重金属摇滚 (破损不堪),破损不堪,军规级,1.15,2.82,70,292,-3.36,+2.68,201729
13242,加利尔 AR | 迷人眼 (破损不堪),破损不堪,保密,20.78,30.59,66,44,-0.48,-13.42,78769
13243,R8 左轮手枪（StatTrak™） | 废物王 (久经沙场),久经沙场,军规级,2.52,3.76,66,30,+18.31,-3.08,52445
13244,MAC-10 | 战争手柄 (战痕累累),战痕累累,受限,2.16,3.73,77,30,+4.85,-26.03,57988
13245,UMP-45（StatTrak™） | 动摇 (久经沙场),久经沙场,军规级,2.27,3.36,76,40,-9.20,-3.81,69257
13246,AK-47（StatTrak™） | 墨岩 (破损不堪),破损不堪,受限,81.02,121.79,355,16,+1.78,-11.63,47762
13247,UMP-45 | 动摇 (破损不堪),破损不堪,军规级,1.98,2.99,7,111,+86.79,+52.31,33592
13248,MP9 | 爆裂食物链 (破损不堪),破损不堪,保密,23.4,30.66,92,35,+17.00,-3.02,89201
13249,USP 消音版 | 倒吊人 (战痕累累),战痕累累,隐秘,205.0,271.43,60,11,+7.89,+2.76,42347
13250,格洛克 18 型（StatTrak™） | 一目了然 (破损不堪),破损不堪,军规级,4.09,4.63,45,32,+21.36,+36.33,57520
13251,CZ75（StatTrak™） | 短趾雕 (久经沙场),久经沙场,军规级,2.34,3.91,72,50,-3.70,-4.10,74493
13252,R8 左轮手枪 | 废物王 (战痕累累),战痕累累,军规级,1.99,2.18,147,114,+82.57,+73.04,128265
13253,格洛克 18 型（StatTrak™） | 一目了然 (战痕累累),战痕累累,军规级,3.89,4.34,59,15,+49.04,+19.32,37012
13254,CZ75（StatTrak™） | 短趾雕 (破损不堪),破损不堪,军规级,2.3,3.49,20,67,+22.34,-22.82,20414
13255,P250（StatTrak™） | 赛博先锋 (略有磨损),略有磨损,受限,9.9,13.59,81,6,-0.90,-12.39,28128
13256,MP9（StatTrak™） | 爆裂食物链 (久经沙场),久经沙场,保密,42.98,61.31,97,29,-2.10,+3.32,29561
13257,AK-47 | 墨岩 (崭新出厂),崭新出厂,受限,110.0,158.08,1810,68,+5.26,-5.98,106508
13258,沙漠之鹰（StatTrak™） | 后发制人 (略有磨损),略有磨损,受限,33.4,46.87,282,29,-0.21,-1.48,49714
13259,P250（StatTrak™） | 赛博先锋 (崭新出厂),崭新出厂,受限,27.9,39.22,66,12,+4.18,-4.55,8414
13260,沙漠之鹰（StatTrak™） | 后发制人 (久经沙场),久经沙场,受限,15.0,19.61,310,20,+7.14,,87585
13261,SG 553 | 重金属摇滚 (崭新出厂),崭新出厂,军规级,11.5,17.89,92,41,+15.46,-36.00,40426
13312,音乐盒 | Chipzel - 黄色魔法,,高级,6.95,9.91,109,25,-0.14,-8.19,
13313,音乐盒 | Laura Shigihara - 好好干，好好活,,高级,14.88,19.55,131,19,+0.54,-6.18,
13314,音乐盒 | Freaky DNA - 征服,,高级,39.0,59.07,166,30,-2.21,-18.08,
13315,音乐盒 | Austin Wintory - 咖啡拉花,,高级,9.39,13.88,102,6,-4.09,-6.10,
13316,音乐盒 | Jesse Harlin - 战火星空,,高级,10.28,14.77,38,12,-2.10,+3.94,
13317,StatTrak™ 战术大师音乐盒集,,普通级,40.05,54.64,26,3,-0.24,-0.45,
13318,战术大师音乐盒集,,普通级,25.94,36.04,89,3,-6.00,-1.19,
13319,骷髅匕首（★ StatTrak™） | 狩猎网格 (崭新出厂),崭新出厂,隐秘,3300.0,0,2,1,,-32.49,3
13320,印花 | 小T快跑,,高级,1.24,2.12,112,108,-13.89,-23.46,
13321,印花 | 时间管理（全息）,,卓越,26.0,35.13,287,184,+7.17,-2.26,
13322,印花 | 道具达人,,高级,0.57,0.62,101,163,-56.82,+32.56,
13323,印花 | 香蕉上道,,高级,6.5,11.19,65,119,-25.29,+47.06,
13324,印花 | 没时间了,,高级,0.96,1.34,73,248,+9.09,-2.04,
13325,印花 | 负重训练,,高级,0.21,0.51,71,170,+5.00,-38.23,
13326,印花 | 炫目魔术师,,高级,0.66,1.03,182,150,+73.68,+73.68,
13327,印花 | 赛博罗曼诺夫（全息）,,卓越,4.17,6.28,86,15,+3.22,-23.77,
13328,印花 | 留队观察,,高级,0.41,0.56,129,2,+7.50,-44.87,
13329,印花 | 斗鸡眼（全息）,,卓越,2.19,3.35,121,45,-4.78,-10.25,
13330,印花 | 悄悄进村，打枪不要（全息）,,卓越,4.11,7.33,68,112,+4.58,-12.92,
13331,2021社区印花胶囊,,普通级,4.99,7.48,194,6,+3.23,-2.04,
13332,印花 | 开干,,高级,2.38,2.93,139,20,-7.75,+21.43,
13333,印花 | 发现你辣（全息）,,卓越,2.65,4.99,104,10,-2.56,-14.47,
13334,印花 | 整装待发,,高级,0.45,0.98,203,120,+15.38,+12.50,
13335,印花 | 易如反掌（2021社区印花）,,高级,2.18,3.6,201,64,-3.96,-11.74,
13336,印花 | 复古1337,,高级,0.43,0.62,554,54,-4.44,-20.37,
13337,印花 | 喵喵杀手（闪亮）,,奇异,37.49,55.35,108,18,+7.73,-0.77,
13338,印花 | 我很好（反恐精英）,,高级,1.06,1.46,82,28,+7.07,+17.78,
13339,印花 | 天赐良机（全息）,,卓越,5.96,6.94,211,110,+0.17,+20.65,
13340,印花 | 子弹地狱（闪亮）,,奇异,20.97,33.28,68,70,-2.42,-15.03,
13341,印花 | 头号恶魔（闪亮）,,奇异,21.29,34.08,68,113,-1.89,-10.51,
13342,沙漠之鹰 | 人造卫星 (崭新出厂),崭新出厂,军规级,116.0,160.39,465,594,+42.42,+66.91,107543
13343,SSG 08 | 春季方巾 (崭新出厂),崭新出厂,军规级,110.5,163.91,142,24,+16.44,+31.55,61547
13344,格洛克 18 型 | 伽玛多普勒 (略有磨损),略有磨损,隐秘,730.0,1023.11,336,66,+15.87,-1.35,39898
13345,P90 | 沙漠 DDPAT (久经沙场),久经沙场,消费级,1.42,3.06,121,129,-31.07,-72.48,61026
13346,R8 左轮手枪 | 沙漠伪装 (久经沙场),久经沙场,消费级,1.65,3.37,342,20,-29.79,-70.22,56225
13347,MP9 | 残花败藤 (略有磨损),略有磨损,工业级,6.9,8.0,63,125,+26.69,-75.25,21286
13348,AUG | 朽木 (久经沙场),久经沙场,工业级,2.86,3.63,61,30,-18.05,-88.87,20710
13349,R8 左轮手枪 | 沙漠伪装 (略有磨损),略有磨损,消费级,2.38,3.91,126,4,-14.39,-80.33,32016
13350,印花 | 击杀数（全息）,,卓越,34.7,57.91,101,151,+18.67,-11.05,
13351,MP7 | 掠夺者 (略有磨损),略有磨损,消费级,2.29,5.9,311,56,-55.66,-77.30,35144
13352,R8 左轮手枪 | 沙漠伪装 (崭新出厂),崭新出厂,消费级,10.18,13.36,139,37,+38.31,-63.60,34600
13353,MAC-10 | 赭色大马士革 (略有磨损),略有磨损,消费级,1.86,3.91,130,35,-47.90,-83.75,53705
13354,P90 | 沙漠 DDPAT (略有磨损),略有磨损,消费级,2.47,5.01,170,4,-35.55,-71.69,35573
13355,SG 553 | 白骨 (战痕累累),战痕累累,消费级,4.11,3.05,33,2,-9.87,-26.87,3944
13356,FN57 | 紫藤老树 (久经沙场),久经沙场,工业级,3.25,4.45,72,39,-10.69,-87.25,20650
13357,P250 | 天旱 (久经沙场),久经沙场,消费级,0.87,2.72,284,30,-47.90,-85.13,77220
13358,“激流大行动”武器箱,,普通级,87.4,110.56,579,528,+36.51,+24.66,
13359,PP-野牛 | 安乐蜥 (久经沙场),久经沙场,消费级,1.6,2.92,200,87,-15.79,-72.37,78209
13360,印花 | 第六级 - 迈阿密（全息）,,卓越,155.9,200.41,91,21,+9.02,+12.97,
